state,sex,c34_site,age_group,num_cases,person_years
Massachusetts,1,104,16,255,369053
Massachusetts,1,104,17,257,262709
Massachusetts,1,104,18,360,258535
Massachusetts,1,104,19,0,0
Massachusetts,2,104,1,0,890446
Massachusetts,2,104,2,0,918384
Massachusetts,2,104,3,0,969476
Massachusetts,2,104,4,0,1140654
Massachusetts,2,104,5,0,1227098
Massachusetts,2,104,6,0,1229046
Massachusetts,2,104,7,4,1150565
Massachusetts,2,104,8,2,1051728
Massachusetts,2,104,9,6,1077778
Massachusetts,2,104,10,25,1206150
Massachusetts,2,104,11,79,1292402
Massachusetts,2,104,12,146,1250551
Massachusetts,2,104,13,214,1091922
Massachusetts,2,104,14,243,916542
Massachusetts,2,104,15,298,666273
Massachusetts,2,104,16,282,484236
Massachusetts,2,104,17,282,391618
Massachusetts,2,104,18,505,532163
Massachusetts,2,104,19,0,0
Michigan,1,91,1,2,1469799
Michigan,1,91,2,0,1537865
Michigan,1,91,3,0,1624874
Michigan,1,91,4,1,1724970
Michigan,1,91,5,4,1856996
Michigan,1,91,6,4,1607619
Michigan,1,91,7,15,1485176
Michigan,1,91,8,47,1433092
Michigan,1,91,9,143,1483582
Michigan,1,91,10,367,1621332
Michigan,1,91,11,1087,1764112
Michigan,1,91,12,2113,1781551
Michigan,1,91,13,2912,1561237
Michigan,1,91,14,3630,1259815
Michigan,1,91,15,3621,885265
Michigan,1,91,16,2915,590157
Michigan,1,91,17,2121,391134
Michigan,1,91,18,1636,361369
Michigan,1,91,19,1,0
Michigan,2,91,1,1,1401006
Michigan,2,91,2,0,1468781
Michigan,2,91,3,1,1555336
Michigan,2,91,4,2,1647507
Michigan,2,91,5,6,1778744
Michigan,2,91,6,6,1552968
Michigan,2,91,7,13,1481357
Michigan,2,91,8,51,1453200
Michigan,2,91,9,142,1518101
Michigan,2,91,10,433,1654033
Michigan,2,91,11,1127,1817296
Michigan,2,91,12,2033,1869471
Michigan,2,91,13,2579,1676108
Michigan,2,91,14,3175,1383948
Michigan,2,91,15,3404,1013775
Michigan,2,91,16,2779,733143
Michigan,2,91,17,2122,560825
Michigan,2,91,18,1658,692769
Michigan,2,91,19,0,0
Michigan,1,92,1,0,1469799
Michigan,1,92,2,0,1537865
Michigan,1,92,3,0,1624874
Michigan,1,92,4,0,1724970
Michigan,1,92,5,2,1856996
Michigan,1,92,6,0,1607619
Michigan,1,92,7,0,1485176
Michigan,1,92,8,3,1433092
Michigan,1,92,9,22,1483582
Michigan,1,92,10,72,1621332
Michigan,1,92,11,205,1764112
Michigan,1,92,12,480,1781551
Michigan,1,92,13,731,1561237
Michigan,1,92,14,979,1259815
Michigan,1,92,15,1083,885265
Michigan,1,92,16,880,590157
Michigan,1,92,17,600,391134
Michigan,1,92,18,346,361369
Michigan,1,92,19,0,0
Michigan,2,92,1,0,1401006
Michigan,2,92,2,0,1468781
Michigan,2,92,3,0,1555336
Michigan,2,92,4,0,1647507
Michigan,2,92,5,0,1778744
Michigan,2,92,6,0,1552968
Michigan,2,92,7,0,1481357
Michigan,2,92,8,2,1453200
Michigan,2,92,9,13,1518101
Michigan,2,92,10,34,1654033
Michigan,2,92,11,129,1817296
Michigan,2,92,12,265,1869471
Michigan,2,92,13,445,1676108
Michigan,2,92,14,618,1383948
Michigan,2,92,15,744,1013775
Michigan,2,92,16,644,733143
Michigan,2,92,17,490,560825
Michigan,2,92,18,241,692769
Michigan,2,92,19,0,0
Michigan,1,93,1,0,1469799
Michigan,1,93,2,0,1537865
Michigan,1,93,3,0,1624874
Michigan,1,93,4,0,1724970
Michigan,1,93,5,0,1856996
Michigan,1,93,6,2,1607619
Michigan,1,93,7,7,1485176
Michigan,1,93,8,22,1433092
Michigan,1,93,9,69,1483582
Michigan,1,93,10,172,1621332
Michigan,1,93,11,515,1764112
Michigan,1,93,12,948,1781551
Michigan,1,93,13,1187,1561237
Michigan,1,93,14,1421,1259815
Michigan,1,93,15,1315,885265
Michigan,1,93,16,1088,590157
Michigan,1,93,17,752,391134
Michigan,1,93,18,492,361369
Michigan,1,93,19,0,0
Michigan,2,93,1,0,1401006
Michigan,2,93,2,0,1468781
Michigan,2,93,3,0,1555336
Michigan,2,93,4,1,1647507
Michigan,2,93,5,1,1778744
Michigan,2,93,6,4,1552968
Michigan,2,93,7,6,1481357
Michigan,2,93,8,32,1453200
Michigan,2,93,9,80,1518101
Michigan,2,93,10,244,1654033
Michigan,2,93,11,597,1817296
Michigan,2,93,12,1055,1869471
Michigan,2,93,13,1231,1676108
Michigan,2,93,14,1440,1383948
Michigan,2,93,15,1507,1013775
Michigan,2,93,16,1120,733143
Michigan,2,93,17,866,560825
Michigan,2,93,18,565,692769
Michigan,2,93,19,0,0
Michigan,1,94,1,0,1469799
Michigan,1,94,2,0,1537865
Michigan,1,94,3,0,1624874
Michigan,1,94,4,0,1724970
Michigan,1,94,5,0,1856996
Michigan,1,94,6,0,1607619
Michigan,1,94,7,2,1485176
Michigan,1,94,8,5,1433092
Michigan,1,94,9,18,1483582
Michigan,1,94,10,57,1621332
Michigan,1,94,11,158,1764112
Michigan,1,94,12,323,1781551
Michigan,1,94,13,434,1561237
Michigan,1,94,14,500,1259815
Michigan,1,94,15,481,885265
Michigan,1,94,16,351,590157
Michigan,1,94,17,217,391134
Michigan,1,94,18,136,361369
Michigan,1,94,19,1,0
Michigan,2,94,1,0,1401006
Michigan,2,94,2,0,1468781
Michigan,2,94,3,0,1555336
Michigan,2,94,4,0,1647507
Michigan,2,94,5,0,1778744
Michigan,2,94,6,0,1552968
Michigan,2,94,7,2,1481357
Michigan,2,94,8,9,1453200
Michigan,2,94,9,15,1518101
Michigan,2,94,10,65,1654033
Michigan,2,94,11,197,1817296
Michigan,2,94,12,378,1869471
Michigan,2,94,13,479,1676108
Michigan,2,94,14,571,1383948
Michigan,2,94,15,534,1013775
Michigan,2,94,16,364,733143
Michigan,2,94,17,216,560825
Michigan,2,94,18,133,692769
Michigan,2,94,19,0,0
Michigan,1,95,1,0,1469799
Michigan,1,95,2,0,1537865
Michigan,1,95,3,0,1624874
Michigan,1,95,4,0,1724970
Michigan,1,95,5,0,1856996
Michigan,1,95,6,0,1607619
Michigan,1,95,7,1,1485176
Michigan,1,95,8,0,1433092
Michigan,1,95,9,5,1483582
Michigan,1,95,10,10,1621332
Michigan,1,95,11,45,1764112
Michigan,1,95,12,52,1781551
Michigan,1,95,13,105,1561237
Michigan,1,95,14,128,1259815
Michigan,1,95,15,123,885265
Michigan,1,95,16,135,590157
Michigan,1,95,17,106,391134
Michigan,1,95,18,146,361369
Michigan,1,95,19,0,0
Michigan,2,95,1,0,1401006
Michigan,2,95,2,0,1468781
Michigan,2,95,3,0,1555336
Michigan,2,95,4,0,1647507
Michigan,2,95,5,0,1778744
Michigan,2,95,6,0,1552968
Michigan,2,95,7,0,1481357
Michigan,2,95,8,2,1453200
Michigan,2,95,9,5,1518101
Michigan,2,95,10,17,1654033
Michigan,2,95,11,25,1817296
Michigan,2,95,12,60,1869471
Michigan,2,95,13,58,1676108
Michigan,2,95,14,100,1383948
Michigan,2,95,15,102,1013775
Michigan,2,95,16,128,733143
Michigan,2,95,17,100,560825
Michigan,2,95,18,111,692769
Michigan,2,95,19,0,0
Michigan,1,96,1,0,1469799
Michigan,1,96,2,0,1537865
Michigan,1,96,3,0,1624874
Michigan,1,96,4,1,1724970
Michigan,1,96,5,2,1856996
Michigan,1,96,6,2,1607619
Michigan,1,96,7,4,1485176
Michigan,1,96,8,16,1433092
Michigan,1,96,9,19,1483582
Michigan,1,96,10,36,1621332
Michigan,1,96,11,114,1764112
Michigan,1,96,12,202,1781551
Michigan,1,96,13,259,1561237
Michigan,1,96,14,304,1259815
Michigan,1,96,15,343,885265
Michigan,1,96,16,235,590157
Michigan,1,96,17,167,391134
Michigan,1,96,18,128,361369
Michigan,1,96,19,0,0
Michigan,2,96,1,0,1401006
Michigan,2,96,2,0,1468781
Michigan,2,96,3,0,1555336
Michigan,2,96,4,1,1647507
Michigan,2,96,5,4,1778744
Michigan,2,96,6,2,1552968
Michigan,2,96,7,3,1481357
Michigan,2,96,8,5,1453200
Michigan,2,96,9,24,1518101
Michigan,2,96,10,60,1654033
Michigan,2,96,11,136,1817296
Michigan,2,96,12,206,1869471
Michigan,2,96,13,251,1676108
Michigan,2,96,14,285,1383948
Michigan,2,96,15,307,1013775
Michigan,2,96,16,254,733143
Michigan,2,96,17,175,560825
Michigan,2,96,18,117,692769
Michigan,2,96,19,0,0
Michigan,1,97,1,1,1469799
Michigan,1,97,2,0,1537865
Michigan,1,97,3,0,1624874
Michigan,1,97,4,0,1724970
Michigan,1,97,5,0,1856996
Michigan,1,97,6,0,1607619
Michigan,1,97,7,0,1485176
Michigan,1,97,8,0,1433092
Michigan,1,97,9,1,1483582
Michigan,1,97,10,0,1621332
Michigan,1,97,11,0,1764112
Michigan,1,97,12,2,1781551
Michigan,1,97,13,1,1561237
Michigan,1,97,14,3,1259815
Michigan,1,97,15,2,885265
Michigan,1,97,16,2,590157
Michigan,1,97,17,1,391134
Michigan,1,97,18,0,361369
Michigan,1,97,19,0,0
Michigan,2,97,1,0,1401006
Michigan,2,97,2,0,1468781
Michigan,2,97,3,1,1555336
Michigan,2,97,4,0,1647507
Michigan,2,97,5,1,1778744
Michigan,2,97,6,0,1552968
Michigan,2,97,7,2,1481357
Michigan,2,97,8,0,1453200
Michigan,2,97,9,2,1518101
Michigan,2,97,10,0,1654033
Michigan,2,97,11,2,1817296
Michigan,2,97,12,0,1869471
Michigan,2,97,13,1,1676108
Michigan,2,97,14,1,1383948
Michigan,2,97,15,5,1013775
Michigan,2,97,16,3,733143
Michigan,2,97,17,1,560825
Michigan,2,97,18,0,692769
Michigan,2,97,19,0,0
Michigan,1,98,1,1,1469799
Michigan,1,98,2,0,1537865
Michigan,1,98,3,0,1624874
Michigan,1,98,4,0,1724970
Michigan,1,98,5,0,1856996
Michigan,1,98,6,0,1607619
Michigan,1,98,7,0,1485176
Michigan,1,98,8,0,1433092
Michigan,1,98,9,0,1483582
Michigan,1,98,10,1,1621332
Michigan,1,98,11,0,1764112
Michigan,1,98,12,0,1781551
Michigan,1,98,13,3,1561237
Michigan,1,98,14,2,1259815
Michigan,1,98,15,4,885265
Michigan,1,98,16,3,590157
Michigan,1,98,17,2,391134
Michigan,1,98,18,2,361369
Michigan,1,98,19,0,0
Michigan,2,98,1,1,1401006
Michigan,2,98,2,0,1468781
Michigan,2,98,3,0,1555336
Michigan,2,98,4,0,1647507
Michigan,2,98,5,0,1778744
Michigan,2,98,6,0,1552968
Michigan,2,98,7,0,1481357
Michigan,2,98,8,0,1453200
Michigan,2,98,9,0,1518101
Michigan,2,98,10,1,1654033
Michigan,2,98,11,1,1817296
Michigan,2,98,12,2,1869471
Michigan,2,98,13,1,1676108
Michigan,2,98,14,1,1383948
Michigan,2,98,15,1,1013775
Michigan,2,98,16,2,733143
Michigan,2,98,17,0,560825
Michigan,2,98,18,0,692769
Michigan,2,98,19,0,0
Michigan,1,99,1,0,1469799
Michigan,1,99,2,0,1537865
Michigan,1,99,3,0,1624874
Michigan,1,99,4,0,1724970
Michigan,1,99,5,0,1856996
Michigan,1,99,6,0,1607619
Michigan,1,99,7,1,1485176
Michigan,1,99,8,1,1433092
Michigan,1,99,9,9,1483582
Michigan,1,99,10,19,1621332
Michigan,1,99,11,50,1764112
Michigan,1,99,12,106,1781551
Michigan,1,99,13,192,1561237
Michigan,1,99,14,293,1259815
Michigan,1,99,15,270,885265
Michigan,1,99,16,221,590157
Michigan,1,99,17,276,391134
Michigan,1,99,18,386,361369
Michigan,1,99,19,0,0
Michigan,2,99,1,0,1401006
Michigan,2,99,2,0,1468781
Michigan,2,99,3,0,1555336
Michigan,2,99,4,0,1647507
Michigan,2,99,5,0,1778744
Michigan,2,99,6,0,1552968
Michigan,2,99,7,0,1481357
Michigan,2,99,8,1,1453200
Michigan,2,99,9,3,1518101
Michigan,2,99,10,12,1654033
Michigan,2,99,11,40,1817296
Michigan,2,99,12,67,1869471
Michigan,2,99,13,113,1676108
Michigan,2,99,14,159,1383948
Michigan,2,99,15,204,1013775
Michigan,2,99,16,264,733143
Michigan,2,99,17,274,560825
Michigan,2,99,18,491,692769
Michigan,2,99,19,0,0
Michigan,1,100,1,0,1469799
Michigan,1,100,2,0,1537865
Michigan,1,100,3,0,1624874
Michigan,1,100,4,0,1724970
Michigan,1,100,5,2,1856996
Michigan,1,100,6,0,1607619
Michigan,1,100,7,3,1485176
Michigan,1,100,8,1,1433092
Michigan,1,100,9,12,1483582
Michigan,1,100,10,20,1621332
Michigan,1,100,11,60,1764112
Michigan,1,100,12,104,1781551
Michigan,1,100,13,153,1561237
Michigan,1,100,14,150,1259815
Michigan,1,100,15,135,885265
Michigan,1,100,16,88,590157
Michigan,1,100,17,68,391134
Michigan,1,100,18,41,361369
Michigan,1,100,19,0,0
Michigan,2,100,1,0,1401006
Michigan,2,100,2,0,1468781
Michigan,2,100,3,0,1555336
Michigan,2,100,4,0,1647507
Michigan,2,100,5,0,1778744
Michigan,2,100,6,1,1552968
Michigan,2,100,7,0,1481357
Michigan,2,100,8,5,1453200
Michigan,2,100,9,6,1518101
Michigan,2,100,10,15,1654033
Michigan,2,100,11,70,1817296
Michigan,2,100,12,98,1869471
Michigan,2,100,13,127,1676108
Michigan,2,100,14,117,1383948
Michigan,2,100,15,125,1013775
Michigan,2,100,16,101,733143
Michigan,2,100,17,57,560825
Michigan,2,100,18,41,692769
Michigan,2,100,19,0,0
Michigan,1,101,1,1,1469799
Michigan,1,101,2,0,1537865
Michigan,1,101,3,0,1624874
Michigan,1,101,4,0,1724970
Michigan,1,101,5,0,1856996
Michigan,1,101,6,2,1607619
Michigan,1,101,7,6,1485176
Michigan,1,101,8,19,1433092
Michigan,1,101,9,72,1483582
Michigan,1,101,10,195,1621332
Michigan,1,101,11,560,1764112
Michigan,1,101,12,1086,1781551
Michigan,1,101,13,1470,1561237
Michigan,1,101,14,1815,1259815
Michigan,1,101,15,1827,885265
Michigan,1,101,16,1457,590157
Michigan,1,101,17,930,391134
Michigan,1,101,18,672,361369
Michigan,1,101,19,1,0
Michigan,2,101,1,1,1401006
Michigan,2,101,2,0,1468781
Michigan,2,101,3,1,1555336
Michigan,2,101,4,0,1647507
Michigan,2,101,5,1,1778744
Michigan,2,101,6,0,1552968
Michigan,2,101,7,4,1481357
Michigan,2,101,8,27,1453200
Michigan,2,101,9,68,1518101
Michigan,2,101,10,207,1654033
Michigan,2,101,11,581,1817296
Michigan,2,101,12,1062,1869471
Michigan,2,101,13,1310,1676108
Michigan,2,101,14,1562,1383948
Michigan,2,101,15,1652,1013775
Michigan,2,101,16,1317,733143
Michigan,2,101,17,980,560825
Michigan,2,101,18,684,692769
Michigan,2,101,19,0,0
Michigan,1,102,1,0,1469799
Michigan,1,102,2,0,1537865
Michigan,1,102,3,0,1624874
Michigan,1,102,4,0,1724970
Michigan,1,102,5,0,1856996
Michigan,1,102,6,1,1607619
Michigan,1,102,7,0,1485176
Michigan,1,102,8,3,1433092
Michigan,1,102,9,6,1483582
Michigan,1,102,10,18,1621332
Michigan,1,102,11,34,1764112
Michigan,1,102,12,97,1781551
Michigan,1,102,13,115,1561237
Michigan,1,102,14,141,1259815
Michigan,1,102,15,137,885265
Michigan,1,102,16,101,590157
Michigan,1,102,17,81,391134
Michigan,1,102,18,57,361369
Michigan,1,102,19,0,0
Michigan,2,102,1,0,1401006
Michigan,2,102,2,0,1468781
Michigan,2,102,3,0,1555336
Michigan,2,102,4,0,1647507
Michigan,2,102,5,2,1778744
Michigan,2,102,6,0,1552968
Michigan,2,102,7,2,1481357
Michigan,2,102,8,0,1453200
Michigan,2,102,9,6,1518101
Michigan,2,102,10,21,1654033
Michigan,2,102,11,62,1817296
Michigan,2,102,12,104,1869471
Michigan,2,102,13,124,1676108
Michigan,2,102,14,142,1383948
Michigan,2,102,15,160,1013775
Michigan,2,102,16,111,733143
Michigan,2,102,17,85,560825
Michigan,2,102,18,48,692769
Michigan,2,102,19,0,0
Michigan,1,103,1,0,1469799
Michigan,1,103,2,0,1537865
Michigan,1,103,3,0,1624874
Michigan,1,103,4,1,1724970
Michigan,1,103,5,1,1856996
Michigan,1,103,6,1,1607619
Michigan,1,103,7,4,1485176
Michigan,1,103,8,13,1433092
Michigan,1,103,9,26,1483582
Michigan,1,103,10,52,1621332
Michigan,1,103,11,217,1764112
Michigan,1,103,12,415,1781551
Michigan,1,103,13,636,1561237
Michigan,1,103,14,823,1259815
Michigan,1,103,15,906,885265
Michigan,1,103,16,735,590157
Michigan,1,103,17,592,391134
Michigan,1,103,18,418,361369
Michigan,1,103,19,0,0
Michigan,2,103,1,0,1401006
Michigan,2,103,2,0,1468781
Michigan,2,103,3,0,1555336
Michigan,2,103,4,2,1647507
Michigan,2,103,5,2,1778744
Michigan,2,103,6,3,1552968
Michigan,2,103,7,3,1481357
Michigan,2,103,8,10,1453200
Michigan,2,103,9,37,1518101
Michigan,2,103,10,107,1654033
Michigan,2,103,11,237,1817296
Michigan,2,103,12,493,1869471
Michigan,2,103,13,629,1676108
Michigan,2,103,14,886,1383948
Michigan,2,103,15,957,1013775
Michigan,2,103,16,785,733143
Michigan,2,103,17,615,560825
Michigan,2,103,18,376,692769
Michigan,2,103,19,0,0
Michigan,1,104,1,1,1469799
Michigan,1,104,2,0,1537865
Michigan,1,104,3,0,1624874
Michigan,1,104,4,0,1724970
Michigan,1,104,5,1,1856996
Michigan,1,104,6,0,1607619
Michigan,1,104,7,2,1485176
Michigan,1,104,8,11,1433092
Michigan,1,104,9,27,1483582
Michigan,1,104,10,82,1621332
Michigan,1,104,11,216,1764112
Michigan,1,104,12,411,1781551
Michigan,1,104,13,538,1561237
Michigan,1,104,14,701,1259815
Michigan,1,104,15,616,885265
Michigan,1,104,16,534,590157
Michigan,1,104,17,450,391134
Michigan,1,104,18,448,361369
Michigan,1,104,19,0,0
Michigan,2,104,1,0,1401006
Michigan,2,104,2,0,1468781
Michigan,2,104,3,0,1555336
Michigan,2,104,4,0,1647507
Michigan,2,104,5,1,1778744
Michigan,2,104,6,2,1552968
Michigan,2,104,7,4,1481357
Michigan,2,104,8,9,1453200
Michigan,2,104,9,25,1518101
Michigan,2,104,10,83,1654033
Michigan,2,104,11,177,1817296
Michigan,2,104,12,276,1869471
Michigan,2,104,13,389,1676108
Michigan,2,104,14,468,1383948
Michigan,2,104,15,510,1013775
Michigan,2,104,16,465,733143
Michigan,2,104,17,385,560825
Michigan,2,104,18,509,692769
Michigan,2,104,19,0,0
Minnesota,1,91,1,4,898414
Minnesota,1,91,2,1,922435
Minnesota,1,91,3,2,920726
Minnesota,1,91,4,1,908616
Minnesota,1,91,5,0,927279
Minnesota,1,91,6,9,935920
Minnesota,1,91,7,6,966917
Minnesota,1,91,8,24,887904
Minnesota,1,91,9,43,825585
Minnesota,1,91,10,122,880481
Minnesota,1,91,11,416,975773
Minnesota,1,91,12,837,966678
Minnesota,1,91,13,1281,826851
Minnesota,1,91,14,1507,640313
Minnesota,1,91,15,1726,442902
Minnesota,1,91,16,1335,306425
Minnesota,1,91,17,1060,212122
Minnesota,1,91,18,820,201808
Minnesota,1,91,19,0,0
Minnesota,2,91,1,1,858159
Minnesota,2,91,2,0,886458
Minnesota,2,91,3,0,881346
Minnesota,2,91,4,2,873793
Minnesota,2,91,5,8,893613
Minnesota,2,91,6,4,893189
Minnesota,2,91,7,11,943989
Minnesota,2,91,8,27,858451
Minnesota,2,91,9,50,807555
Minnesota,2,91,10,176,870806
Minnesota,2,91,11,460,978797
Minnesota,2,91,12,812,978469
Minnesota,2,91,13,1162,847056
Minnesota,2,91,14,1435,678353
Minnesota,2,91,15,1594,494045
Minnesota,2,91,16,1398,369597
Minnesota,2,91,17,1100,287636
Minnesota,2,91,18,865,387103
Minnesota,2,91,19,0,0
Minnesota,1,92,1,0,898414
Minnesota,1,92,2,0,922435
Minnesota,1,92,3,0,920726
Minnesota,1,92,4,0,908616
Minnesota,1,92,5,0,927279
Minnesota,1,92,6,0,935920
Minnesota,1,92,7,0,966917
Minnesota,1,92,8,4,887904
Minnesota,1,92,9,7,825585
Minnesota,1,92,10,16,880481
Minnesota,1,92,11,83,975773
Minnesota,1,92,12,209,966678
Minnesota,1,92,13,295,826851
Minnesota,1,92,14,376,640313
Minnesota,1,92,15,461,442902
Minnesota,1,92,16,355,306425
Minnesota,1,92,17,278,212122
Minnesota,1,92,18,154,201808
Minnesota,1,92,19,0,0
Minnesota,2,92,1,0,858159
Minnesota,2,92,2,0,886458
Minnesota,2,92,3,0,881346
Minnesota,2,92,4,0,873793
Minnesota,2,92,5,0,893613
Minnesota,2,92,6,0,893189
Minnesota,2,92,7,0,943989
Minnesota,2,92,8,0,858451
Minnesota,2,92,9,2,807555
Minnesota,2,92,10,14,870806
Minnesota,2,92,11,60,978797
Minnesota,2,92,12,99,978469
Minnesota,2,92,13,174,847056
Minnesota,2,92,14,242,678353
Minnesota,2,92,15,292,494045
Minnesota,2,92,16,276,369597
Minnesota,2,92,17,199,287636
Minnesota,2,92,18,103,387103
Minnesota,2,92,19,0,0
Minnesota,1,93,1,0,898414
Minnesota,1,93,2,1,922435
Minnesota,1,93,3,0,920726
Minnesota,1,93,4,0,908616
Minnesota,1,93,5,0,927279
Minnesota,1,93,6,3,935920
Minnesota,1,93,7,1,966917
Minnesota,1,93,8,13,887904
Minnesota,1,93,9,19,825585
Minnesota,1,93,10,55,880481
Minnesota,1,93,11,196,975773
Minnesota,1,93,12,380,966678
Minnesota,1,93,13,560,826851
Minnesota,1,93,14,630,640313
Minnesota,1,93,15,726,442902
Minnesota,1,93,16,557,306425
Minnesota,1,93,17,396,212122
Minnesota,1,93,18,274,201808
Minnesota,1,93,19,0,0
Minnesota,2,93,1,0,858159
Minnesota,2,93,2,0,886458
Minnesota,2,93,3,0,881346
Minnesota,2,93,4,0,873793
Minnesota,2,93,5,2,893613
Minnesota,2,93,6,3,893189
Minnesota,2,93,7,8,943989
Minnesota,2,93,8,15,858451
Minnesota,2,93,9,31,807555
Minnesota,2,93,10,117,870806
Minnesota,2,93,11,265,978797
Minnesota,2,93,12,458,978469
Minnesota,2,93,13,609,847056
Minnesota,2,93,14,746,678353
Minnesota,2,93,15,778,494045
Minnesota,2,93,16,678,369597
Minnesota,2,93,17,489,287636
Minnesota,2,93,18,328,387103
Minnesota,2,93,19,0,0
Minnesota,1,94,1,0,898414
Minnesota,1,94,2,0,922435
Minnesota,1,94,3,0,920726
Minnesota,1,94,4,0,908616
Minnesota,1,94,5,0,927279
Minnesota,1,94,6,1,935920
Minnesota,1,94,7,1,966917
Minnesota,1,94,8,1,887904
Minnesota,1,94,9,2,825585
Minnesota,1,94,10,23,880481
Minnesota,1,94,11,74,975773
Minnesota,1,94,12,113,966678
Minnesota,1,94,13,176,826851
Minnesota,1,94,14,201,640313
Minnesota,1,94,15,225,442902
Minnesota,1,94,16,144,306425
Minnesota,1,94,17,95,212122
Minnesota,1,94,18,43,201808
Minnesota,1,94,19,0,0
Minnesota,2,94,1,0,858159
Minnesota,2,94,2,0,886458
Minnesota,2,94,3,0,881346
Minnesota,2,94,4,0,873793
Minnesota,2,94,5,0,893613
Minnesota,2,94,6,0,893189
Minnesota,2,94,7,0,943989
Minnesota,2,94,8,1,858451
Minnesota,2,94,9,5,807555
Minnesota,2,94,10,19,870806
Minnesota,2,94,11,66,978797
Minnesota,2,94,12,146,978469
Minnesota,2,94,13,180,847056
Minnesota,2,94,14,211,678353
Minnesota,2,94,15,250,494045
Minnesota,2,94,16,147,369597
Minnesota,2,94,17,103,287636
Minnesota,2,94,18,44,387103
Minnesota,2,94,19,0,0
Minnesota,1,95,1,0,898414
Minnesota,1,95,2,0,922435
Minnesota,1,95,3,0,920726
Minnesota,1,95,4,0,908616
Minnesota,1,95,5,0,927279
Minnesota,1,95,6,0,935920
Minnesota,1,95,7,0,966917
Minnesota,1,95,8,1,887904
Minnesota,1,95,9,2,825585
Minnesota,1,95,10,6,880481
Minnesota,1,95,11,5,975773
Minnesota,1,95,12,16,966678
Minnesota,1,95,13,25,826851
Minnesota,1,95,14,32,640313
Minnesota,1,95,15,45,442902
Minnesota,1,95,16,45,306425
Minnesota,1,95,17,36,212122
Minnesota,1,95,18,46,201808
Minnesota,1,95,19,0,0
Minnesota,2,95,1,0,858159
Minnesota,2,95,2,0,886458
Minnesota,2,95,3,0,881346
Minnesota,2,95,4,0,873793
Minnesota,2,95,5,0,893613
Minnesota,2,95,6,0,893189
Minnesota,2,95,7,0,943989
Minnesota,2,95,8,0,858451
Minnesota,2,95,9,0,807555
Minnesota,2,95,10,3,870806
Minnesota,2,95,11,5,978797
Minnesota,2,95,12,16,978469
Minnesota,2,95,13,28,847056
Minnesota,2,95,14,24,678353
Minnesota,2,95,15,32,494045
Minnesota,2,95,16,35,369597
Minnesota,2,95,17,27,287636
Minnesota,2,95,18,52,387103
Minnesota,2,95,19,0,0
Minnesota,1,96,1,0,898414
Minnesota,1,96,2,0,922435
Minnesota,1,96,3,0,920726
Minnesota,1,96,4,0,908616
Minnesota,1,96,5,0,927279
Minnesota,1,96,6,5,935920
Minnesota,1,96,7,4,966917
Minnesota,1,96,8,4,887904
Minnesota,1,96,9,11,825585
Minnesota,1,96,10,17,880481
Minnesota,1,96,11,52,975773
Minnesota,1,96,12,89,966678
Minnesota,1,96,13,171,826851
Minnesota,1,96,14,176,640313
Minnesota,1,96,15,163,442902
Minnesota,1,96,16,136,306425
Minnesota,1,96,17,113,212122
Minnesota,1,96,18,58,201808
Minnesota,1,96,19,0,0
Minnesota,2,96,1,0,858159
Minnesota,2,96,2,0,886458
Minnesota,2,96,3,0,881346
Minnesota,2,96,4,2,873793
Minnesota,2,96,5,5,893613
Minnesota,2,96,6,1,893189
Minnesota,2,96,7,2,943989
Minnesota,2,96,8,9,858451
Minnesota,2,96,9,11,807555
Minnesota,2,96,10,22,870806
Minnesota,2,96,11,52,978797
Minnesota,2,96,12,83,978469
Minnesota,2,96,13,129,847056
Minnesota,2,96,14,153,678353
Minnesota,2,96,15,164,494045
Minnesota,2,96,16,163,369597
Minnesota,2,96,17,97,287636
Minnesota,2,96,18,76,387103
Minnesota,2,96,19,0,0
Minnesota,1,97,1,0,898414
Minnesota,1,97,2,0,922435
Minnesota,1,97,3,0,920726
Minnesota,1,97,4,1,908616
Minnesota,1,97,5,0,927279
Minnesota,1,97,6,0,935920
Minnesota,1,97,7,0,966917
Minnesota,1,97,8,1,887904
Minnesota,1,97,9,0,825585
Minnesota,1,97,10,0,880481
Minnesota,1,97,11,0,975773
Minnesota,1,97,12,1,966678
Minnesota,1,97,13,0,826851
Minnesota,1,97,14,0,640313
Minnesota,1,97,15,0,442902
Minnesota,1,97,16,1,306425
Minnesota,1,97,17,2,212122
Minnesota,1,97,18,0,201808
Minnesota,1,97,19,0,0
Minnesota,2,97,1,0,858159
Minnesota,2,97,2,0,886458
Minnesota,2,97,3,0,881346
Minnesota,2,97,4,0,873793
Minnesota,2,97,5,0,893613
Minnesota,2,97,6,0,893189
Minnesota,2,97,7,1,943989
Minnesota,2,97,8,1,858451
Minnesota,2,97,9,1,807555
Minnesota,2,97,10,1,870806
Minnesota,2,97,11,0,978797
Minnesota,2,97,12,0,978469
Minnesota,2,97,13,1,847056
Minnesota,2,97,14,0,678353
Minnesota,2,97,15,0,494045
Minnesota,2,97,16,1,369597
Minnesota,2,97,17,1,287636
Minnesota,2,97,18,0,387103
Minnesota,2,97,19,0,0
Minnesota,1,98,1,4,898414
Minnesota,1,98,2,0,922435
Minnesota,1,98,3,2,920726
Minnesota,1,98,4,0,908616
Minnesota,1,98,5,0,927279
Minnesota,1,98,6,0,935920
